clean_text,emotion_label,stress_label
halo v apa kabar nih,neutral,0.29
tidak biasa srpan raa,neutral,0.39
rasanya gugup terus hari ini agak random sih di rumah,anxious,0.85
cemas memikirkan masa depan jujur saja bareng teman sama dia,anxious,0.84
takut gagal di presentasi besok agak random sih sama keluarga,anxious,0.72
lucu banget yeseo sayangnya tidak punya tiktok nih sedih,sad,0.62
masih susah pindah on dari kejadian itu padahal sudah coba santai sendiri,sad,0.64
cemas memikirkan masa depan jujur saja di kampus sama teman kantor,anxious,0.74
saya pernah datang lebih awal sebelum waktu nya malah terus malah dibilang kayak begini kurang lebih saking jombolnya jadi punya banyak waktu luang ya saya tidak tau mesti senang atau sedih jengkel ah,angry,0.95
gembel gaya lagi oke jika ya allah saya takut banget,anxious,0.75
senang banget hari ini ketemu teman lama padahal sudah coba santai sama keluarga,happy,0.1
sedih ya bu melihat negeri yang indah elok permai ini dirusak oleh bang at bangsa yang memangku jabatan yang kata berkuasa atas sgalanya,sad,0.74
soon young aku takut sama jihoon hiks,anxious,0.87
ayo semangat pagi ini,happy,0.11
emosi lihat komentar orang tadi hari ini tadi pagi sendiri,angry,0.88
masa sepii kok sepi,neutral,0.29
akhirnya tugas selesai juga lega banget sih waktu malam sendiri,happy,0.06
reply lah sudah apa yang susah sangat nak suruh fix app je pun kang aku tak masuk kelas pasti kata aku ponteng bodoh betul,angry,0.94
akhirnya lolos interview kerja lucu di kantor sendiri,happy,0.18
bodoh mana bisa tahu nilainya kalau tidak dilihat oleh ahlinya conan edogawa,neutral,0.37
dilarang bodoh setujuuh selamat tinggal kebodohan selamat datang kecerdasan siritual dalam ahlaq amin,neutral,0.33
terima kasih ya sudah bikin hariku lebih baik dari tadi kepikiran bareng teman,happy,0.06
terima kasih ya sudah bikin hariku lebih baik sih di rumah sendiri,happy,0.1
entah kebetulan atau tidak setiap gue sudah lelah banget ada yang datang ke mimpi buat nannyain kabar lucu terima kasih lah kakak wooya sudah mampir ke mimpi dan jadi tempat curhat lucu,happy,0.07
paling enak itu berkreasi di kostan memang,neutral,0.38
jangan biarkan mimpimu terkubur perlahan oleh waktu lakukan yang kamu impikan hidup terlalu berharga melakukan sesuatu yang biasa gigitch,neutral,0.3
sering dan sampai hari ini pun masih suka kayak begitu tidak tau suka takut saja begitu apalagi kalau malam weh kadang deg degan banget mana belum bahagiain orang tua makin makin sudah ketakutan,anxious,0.7
iya kebalik lah lucu gue mana ada berpengaruh lucu yang ada mereka yang ganti jadwal saja kalau bareng biasanya mereka yang takut wkwk,happy,0.04
kepikiran banyak hal sampai susah tidur agak random sih bareng teman,anxious,0.78
hujan begini paling enak baca magangverse sesuai sama alur cerita iyakan mana bulan februari pula latar ceritanya elaahh mas bii kiciww,happy,0.1
aku mau bereskan tugass biar sisa harinya bisa dipakai rebahan santai hbu kamu mau apa saja,neutral,0.33
oh kalau kentaki fried chicken iya masih ada rasanya tapi kalau ayam biasa kan beda tidak sih,neutral,0.36
sedih saja,sad,0.67
akhirnya tugas selesai juga lega banget banget asli pas perjalanan,happy,0.1
hi pagi kakkamu sudah sarapan belum kalau belum cepat sarapan ya jaga kesehatan dan istirahat yang cukup juga aku bingung mau mengetik apa lagi intinya aku cuma mau bilang kakak semangat terus ya banyak yang sayang,happy,0.19
i remember having over ke air asia points tapi banyak sudah expired tinggal ke saja,neutral,0.25
sayang aku yang ini lagi camping kali ya berdua sepi amat sayang,sad,0.53
maaf ya saya mau mengetik agak ngeri hukum mati saja pak bu semoga ketikan saya tidak salah dan tidak berdampak negatif kepada semua orang amin,anxious,0.82
lucu wkwk tidak marah padahal,happy,0.05
luar biasa ya,neutral,0.36
tidak suka banget kalau ujung nya kayak membandingkan kerja keras orang kayak apa anjir masing orang sudah kerja keras sebisa mereka,angry,0.85
ih mau marah,angry,0.98
bingung dan takut ambil keputusan serius di kampus sama keluarga,anxious,0.75
ini ibuku banget beliau suka heran kok anaknya bisa beli barang korea pop terus masih bisa beli baju dan lain lain sampai mengira aku jual narkoboy terus tak jelaskan aku selama ini suka jual macrame baru ibuku lega,happy,0.09
imunitas seperti apa yang mereka maksud prof kekebalan terhadap segala yang berkaitan dengan hukum positif kah sehingga anggota dewan perwakilan rakyat bebas berbuat apa saja menghina menyakiti hati rakyat semoga rakyat bisa mengambil pelajaran ke depan agar lebih berhatia dan cerdas memilih wakila nya,neutral,0.3
cemas memikirkan masa depan serius waktu malam sama teman kantor,anxious,0.86
enuf lah buat drama acah masalah sosial masyarakat nih paling of the cerita lebih pada tnjuk negative yang lekat kat kepala je acah je padahal nak rating masalah sosial increase and then nama melayu tukar lah nama lain bodoh punya director,angry,0.89
guuys di sini yang biasa suka edit video buat cowok kipop buatnya pakai aplikasi apa ya huhu terima kasih,neutral,0.37
kamu jahat tapi nikmat aku bingungg,sad,0.67
kecewa banget sama hasilnya sama dia,sad,0.68
akhir akhir ini cemas terus dan kepikiran terus tadi pagi sama dia,anxious,0.9
ingin marah marah tanpa sebab,angry,0.87
iya sama jadi semangat abil lihat video kamu,happy,0.02
orang itu bikin emosi banget serius waktu malam,angry,0.79
selamat pagi semangat semoga segera bigwin ya,happy,0.07
yeahh aku akan semangat,happy,0.07
senyum sendiri pas ingat kejadian tadi padahal sudah coba santai di rumah sama teman kantor,happy,0.14
takut gagal di presentasi besok agak random sih di kampus sama teman kantor,anxious,0.75
kecewa banget sama hasilnya dari tadi kepikiran bareng teman sama teman kantor,sad,0.79
saya dirundung banyak sekali tanya dalam satu waktu dalam satu ruang yang menyesakkan pada benak saya tetapi bibir enggan berucap barang satu kata ia memilih bungkam sedang saya menurut saja dengan apa yang diperintahkan otak,neutral,0.28
alhamdulillah tidak malu,happy,0.18
terong tidak enak flop banget,happy,0.19
kenapa sih harus bikin masalah terus sumpah di kampus sama keluarga,angry,0.87
sudah sabar tapi masih dibohongi serius waktu malam sama teman kantor,angry,0.67
lelah menghadapi orang yang egois serius tadi pagi sama teman kantor,angry,0.71
takut kalau hasilnya jelek jujur saja bareng teman sama teman kantor,anxious,0.82
ya kecewa indak di stiker nya lagi,sad,0.66
no sama tolol banget bangsat,angry,0.94
anxious banget sebelum meeting tadi dari tadi kepikiran tadi pagi sendiri,anxious,0.94
takut gagal di presentasi besok dan kepikiran terus bareng teman sama teman kantor,anxious,0.7
jika hari ini masih ada yang menangis semoga tangisan itu bukan tangis kesedihan,neutral,0.22
lelah sama keadaan sekarang lucu di rumah sama teman kantor,sad,0.79
pagi pagi lihat orang bikin pie kelihatan enak banget enggak taunya slime day ruined jengkel,angry,0.96
happy birthday sender wish kamu all the best be happy ya besok giliran harinya aku tetapi pasti tidak ada yang mengucapkan juga ya tidak apa apa sudah biasa,happy,0.09
rambut rontok depresi gila overthinking kangen keluarga merasa hancur sama hidup sekarang gabsa ngejalanin semua sekarang hancur semuanya tidak kuat ngelewatin nya kenapa semudah ini kamu hancurkan hidup orang dan sekarang kamu bahagia di atas hancurnya hidupku sendiri di sini,angry,0.93
takut banget lagi pilek,anxious,0.75
hari ini aku lagi sedih karena makanan tumph,sad,0.62
senyum sendiri pas ingat kejadian tadi agak random sih waktu malam sama teman kantor,happy,0.29
kak laraa cepat sembuh yallah sedih banget istirahat banyak banyak,sad,0.74
kalau suka yang tema kerajaan harus banget baca arus balik sama arok dedes sih,neutral,0.26
aku lah sering banget begini sampai teman temanku suka sampai sumpah serapahin aku asli lupa banget kayak berasa sudah membalas eh taunya aku balasnya dalam hati sampai ada yang bulan kemudian batu ku balas itupun aku ngehnya gara scroll chat kalau tidak scroll bisa setahun,sad,0.64
ini yang kelimaa anjing sial mulu dalam seminggu bangsat nanti besok apa lagi nih taiik,angry,0.94
kepikiran bikin beginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tetapi dipakai cuma sebentar tetapi lihat kondisi daerah sini tidak memungkinkan banyak yang sepi jasa sewanya agak meragukan,anxious,0.78
tidak semangat karena tidak di semangatin sayang,sad,0.53
fuck saya sedih banget,sad,0.69
lelah sama keadaan sekarang hari ini pas perjalanan sama teman kantor,sad,0.84
aku rasa orang yang akal sehatnya jalan pikir mau gantikan pak jokowi mau diganti sama siapa anda pasti paham maksud saya karena menrut saya semua sudah didesign ya berdoa saja pak jokowi tidak ada apa sampai selesai masa jabatannya gantiny ini lo ngeri sedap,neutral,0.29
bukan manchester united namanya kalau tidak tolol ya goblok,angry,0.95
gagal menjaga emosi di kata terakhir,sad,0.66
warga sudah jadi korban mas dengan teror dan intimidasi terus menerus secara psikologi pasti sudah ada warga yang mengalami trauma belum lagi waktu yang harusnya bisa mereka gunakan untuk kegiatan produktif harus dihabiskan untuk menjaga tanah lingkungan mereka,anxious,0.74
lelah sama keadaan sekarang dan kepikiran terus tadi pagi sama dia,sad,0.68
salah sih bang gue lihat retweet kamu pagi begini auto kesal baca twit mutajir jadinya kan gue memulai akhir pekan yang cerah ini dengan kekesalan memang benar kata emak kalau bangun tidur jangan langsung buka twitter,angry,0.87
optimis bisa semangat pak menteri badan usaha milik negara erick thohir ingin harumnya aroma kopi indonesia bisa tercium hingga mancanegara,happy,0.07
khawatir sama kondisi sekarang lucu di rumah sama keluarga,anxious,0.82
baik pakai kata tolong dan bersedia menunggu sedih banget,sad,0.74
emosi lihat komentar orang tadi dan kepikiran terus bareng teman sendiri,angry,0.92
makan favorit hari ini bikin bahagia sumpah bareng teman sendiri,happy,0.1
astronomi iya memang saya mengikuti kamu memang tolol sih cuma menyimpulkan dari mengikuti akun saya benar tolol berarti saya bukan ateis dong gara tidak follow akun ateis begitu kan logika kamu logika cacat pakar kok cacat,angry,0.93
hari ini produktif dan suasana hati bagus sumpah waktu malam sama teman kantor,happy,0.27
anjing kamu kontol bangsat memek munculkan lagi semua karakter yang ada di si lanjutkan si tetapi akhirnya cacat no good,angry,0.9
kurang ajar banget manusia yang menyebarkan id tele saya di gerak cepat anonymous chat yang ngcht orang sange semua tolol,angry,0.88
takut banget kamu suka orang lain huhu,anxious,0.86
rasanya kosong saja hari ini agak random sih waktu malam sama dia,sad,0.76
akun wayv sepi akun gue jadi ikutan sepi sudah jarang mentwit,neutral,0.23
kehilangan semangat buat kenapa apa lucu di kantor sama teman kantor,sad,0.81
sudah sedih semalam sekarang dengar denise keluar akwihfiaia makin sedih,sad,0.61
tolol banget gue anjing kok bisa kelepasan,angry,0.98
merasa sendirian akhir akhir ini dari tadi kepikiran waktu malam,sad,0.64
orang kalau hatinya sudah kotor itu pasti ada saja tingkah jahatnya itu peristiwa paling tidak bisa dilupa deh dan jadi peristiwa sedih juga alhamdulillah om ku sembuh dan bisa pulih kembali mungkin kalau sekeluarga besar tidak saling sopport nyawa om ku bisa saja hilang,happy,0.02
gara the whole lokal thingy discussion ini jadi kepikiran kalau seungmin itu anak smandel banget nak ilmu pengetahuan sosial ketos suka lomba debat atau ikut olimpiade selalu si tiap ketemu guru sering dispen buat jadi perwakilan sekolah tinggal di menteng kawasan perumahan atau apartemen elite,neutral,0.21
malu banget makxskxj mau pacaran sama hyomin anjir,anxious,0.88
ingin pergi jauh terus teriak sambil menangis sekencang kencangnya nanti balik kalau saya sudah lupa segalanya wkwj kan tolol mustahil banget,angry,0.97
pesan saya kepada orang ahli agama atau ulama sekalipun berdirilah dijalur ilmu yang tegas dan benar jangan abu abu sebab mereka para partai yang hanya butuh kalian di saat mereka butuh dukungan suara sifat yang demikian itu adalah munafik dan licik,neutral,0.22
lucu he kalau aku kasihan ke diri sendiri karena kelemahan dan kekurangan kekurangan yang aku punya jujur saja aku membenci hal itu aku benci kelemahan dan kekurangan kekuranganku banyak hal hal yang tidak bisa kulakukan karena hal itu doakan aku semoga bisa jadi lebih baik,sad,0.57
tatapan matanya bisa biasa saja enggak takut lihatnya,anxious,0.71
uhuy semangat jalani harii hv a sweet saturday,happy,0.03
takut gagal di presentasi besok agak random sih di kantor,anxious,0.77
benar banget cancel culture dan pembenaran diri sendiri ala sjw zaman sekarang benar benar sudah ditahap sangat menjijikkan tidak beda jauh sama orang orang di jalan yang suka main hakim sendiri sampai bikin nyawa orang melayang,angry,0.88
kita dipertemukan oleh sepi dan dipisahkan karena gengsi,neutral,0.3
senyum sendiri pas ingat kejadian tadi lucu di kampus sama teman kantor,happy,0.09
proyek dibalik kepanikan atau panik dibalik keproyekan,anxious,0.89
aku bingung mau sedih atau senang i memilih for for the at the,sad,0.72
kenapa sih harus bikin masalah terus sumpah di rumah sendiri,angry,0.85
semangat ya fase fase seperti itu memang luar biasa,happy,0.06
bagaimana sayang yang tadi malam video call sex sama tante puas tidak sayang bugil dong sayang yuk video call sex lagi akhir pekan nih yuk sange sepanjang hari,happy,0.17
saat itu juga ingin gue tonjok tapi ditahan jadinya gue dorong saja sampai jatuh dari bangku kalau suka itu bilang lah ini malah bikin kelas benci gue semua manaan ada yang bikin grup hater nya bella kenapa sih alay banget goblok,angry,0.88
ya menangis gue takut banget sepi banget kayak ya sudah memang cuma ada kamu dan diri kamu saja mau mengharapkan siapa,sad,0.59
pp buat kalian yang butuh epha app prem yang murah fastrespon dan suka kasih promo aku opres batch sampai full member nih mau intip pl atau mau bertanya dulu bisa banget rep saja nanti kuketuk direct message nya,neutral,0.28
semangat mas,happy,0.16
masih sedih,sad,0.79
aku ya ingin coba kenain air tetap saja takut,anxious,0.86
sedih sih saya takut makin bego,sad,0.63
saya benci hari sabtu,angry,0.91
menstruasi tim takut banget,anxious,0.89
satu hal yang saya benci terlambat menyayangi seseorang,sad,0.54
tidak paham juga padahal buat global takut editornya,anxious,0.72
iya enak sih kerja tandang kerja segera mari,happy,0.15
saya pernah nih dapat cerita soal begini dari mulut anak cowok langsung yang dibeginikan itu anak cewek yang kebetulan memang tidak terlalu di sukain sama anak kelas walau saya juga tidak suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget saya dengar ceritanya juga,angry,0.99
takut terinjak handphone nya min t t,anxious,0.75
kenapa ya hati ini sangat marah ketika pak jokowi di fitnah,angry,0.95
akhir minggu ini seru banget agak random sih sama keluarga,happy,0.15
akhir minggu ini seru banget banget asli di rumah,happy,0.19
mandiri tanggung jawab rendah hati sabar dan takut akan tuhan itu saja sudah cukup untuk harapanku,happy,0.0
menurutku mereka ingin ornang indog kembali ke budaya leluhur kita tentu saja budaya pra islam sebab zaman kerajaan kesultanan islam itu termasuk budaya leluhur kita itu fakta sejarah,neutral,0.29
gicafe kopi ginseng stamina pesan pin bb di f wa,neutral,0.29
saya sering banget ini begini apalagi sekolah suka banjir kalau hujan kan jadi nya menyusahkan,angry,0.95
selamat ulang tahun bo semoga sehat terus dan bahagia selalu ya,happy,0.05
akhir akhir ini cemas terus jujur saja di rumah sama keluarga,anxious,0.79
kata bapak gue kalau dapat mertua atau suami pola pikirnya begini di pikir pikir lagi kena bukan cuma bikin sakit hati tetapi sakit batin dan sakit segala galanya karena mertua atau suami yang baik enggak bakalan melakukan atau menyuruh hal bodoh,angry,0.99
lelah menghadapi orang yang egois agak random sih pas perjalanan,angry,0.91
iya mau makan yang enak yang banyak,happy,0.18
rasanya ingin marah terus sama teman kantor,angry,0.7
sudah emosi og dari tadi wkwk,angry,0.91
ah itu mah katanya palsu maskernya mengecewakan,angry,0.97
faisal basri sudah kesal sangat habisnya sih bakhun bela jokowi pakai gigi lima gaspol sebelum live mengomongnya lain pas live lain lagi ya sudah saatnya keluarkan aji pamungkas,angry,0.93
percayalah tidak ada wanita yang baik baik saja ketika mengetahui pasangannya berkomunikasi dengan mantannya,neutral,0.32
takut banget jujur kalau yangti sudah turun tangan,anxious,0.77
kalau sudah drop begini baru terasa sepi hampa dan tidak guna,sad,0.74
takut lah kalau begitu caranya,anxious,0.89
om kok menyempil begitu takut om,anxious,0.71
tolol sekali jek,angry,0.96
hari ini berat banget dijalani serius di kantor sendiri,sad,0.67
rasanya gugup terus hari ini di kampus sama keluarga,anxious,0.84
tidak menunggu lebaran pak minggu besok sudah mgatur orang kerja keluar rumah dan mengatur shaft masjid lagi diusik terus dibuat tidak adil terus umat islam selain penyabar juga bisa marah jangan ditanya bagaimana kalau sudah marah,angry,0.87
takut gagal di presentasi besok jujur saja tadi pagi sendiri,anxious,0.7
emosi lihat komentar orang tadi dari tadi kepikiran pas perjalanan,angry,0.75
lelah sih tapi puas hasilnya bagus banget sama teman kantor,happy,0.18
masih mendung cerah,neutral,0.29
semangat,happy,0.16
iya kan sedih,sad,0.59
dapat kabar baik dari keluarga tadi pagi serius pas perjalanan sama dia,happy,0.13
ya tertawa ya sedih enjoy saja,happy,0.11
erick thohir luar biasa hebat applause,happy,0.18
rasanya gugup terus hari ini dan kepikiran terus tadi pagi sendiri,anxious,0.8
bismillah semangat hari ini semoga banyak request direct message amin,happy,0.12
jangan cuma beraninya nge direct message doang buktikan dengan mengajak kita ngeroom jadi bisa di buktikan semuanya tidak semata bualan atau halu saja,angry,0.92
hanya orang bodoh yang mati demi cinta aku akan bertahan hidup untuk cinta ryo saeba city hunter,neutral,0.28
bingung dan takut ambil keputusan tapi ya sudahlah waktu malam sama dia,anxious,0.83
masih sepi apakah masih pada tidur sudah pada sekolah,neutral,0.27
nder biasa nya aku lihat,neutral,0.22
rasanya ingin marah terus jujur saja tadi pagi sama teman kantor,angry,0.66
kcg muka kucingku begini banget habis mecahin gelas pagi pagi jadi tidak bisa marah,neutral,0.27
jangan sedih bro saya juga suka gagal penalty,neutral,0.28
kepikiran banyak hal sampai susah tidur dan kepikiran terus pas perjalanan sama keluarga,anxious,0.81
anxious banget sebelum meeting tadi serius,anxious,0.71
baru saja mengirim foto kecamatan sanden,neutral,0.26
kesal banget hari ini jujur saja sama teman kantor,angry,0.84
semangat,happy,0.16
khawatir sama kondisi sekarang tapi ya sudahlah pas perjalanan sama dia,anxious,0.76
kesal banget sama orang yang tidak tepat waktu lucu tadi pagi,angry,0.76
akhirnya lolos interview kerja lucu waktu malam sama dia,happy,0.27
lo kaget baru sadar,anxious,0.79
emosi banget kalau ada yang bilang cakap harus putih makan tai,angry,0.87
akhirnya lolos interview kerja tapi ya sudahlah waktu malam sama teman kantor,happy,0.28
ayo gas sudah siap mental siapa saja yang mau pergi,neutral,0.37
wkejwkk tengkyu aisy kayaknya biasa saja deh di,happy,0.08
woylah sedih banget,sad,0.55
rasanya kosong saja hari ini hari ini di kantor sama keluarga,sad,0.83
aduh bukan lagi adalah takut kebakaran,anxious,0.76
kesal banget sama orang yang tidak tepat waktu lucu tadi pagi,angry,0.85
rasanya sedih banget akhir akhir ini sih di rumah sama keluarga,sad,0.57
kesal banget hari ini banget tadi pagi sama teman kantor,angry,0.74
aneh banget saudara wa kalau orang kena covid kan biasanya memang di dimmer nya tidak normal aka terjadi pengentalan darah eh malah saya disalahkan karena pola hidup nya tidak benar makanya darahnya kental,neutral,0.3
rasanya gugup terus hari ini agak random sih tadi pagi sama teman kantor,anxious,0.94
ingin kelihatan pintar tapi tolol,angry,0.86
kecewa banget sama hasilnya jujur saja di rumah,sad,0.72
bingung dan takut ambil keputusan banget asli sama dia,anxious,0.86
puas banget kakak,happy,0.08
tidak apa apa saya emosi saja sama kamu,angry,0.88
iya itu kan dulu tahun lalu sebelum tobat jadi pemuja fol gas mengeyel banget kamu kamu tak tau saya ini pemuja fol gas profil pakai fol gas mengakui kalau fol gas itu godfather saya kamu tolol banget sih aku jijik banget sama kamu capekbbggt,angry,0.95
kebanyakan follow takut limit,anxious,0.88
huhu sedih tidak sih maaf ya saya harus isoman minggu sepertinya,sad,0.68
akhir akhir ini cemas terus padahal sudah coba santai bareng teman,anxious,0.73
tidak apa apa mbak kaget saja padahal saya juga membela mbak nya sedikit kecewa saja,sad,0.78
enak bisa lanjut tidur,happy,0.11
walah yowes sudah semangat,neutral,0.26
deg degan menunggu hasil pengumuman padahal sudah coba santai waktu malam sendiri,anxious,0.73
tiap kali nak marah mesti kena macam nih lucu h takpela tak jadi nak marah,angry,0.92
aku takut,anxious,0.77
kesal banget sama orang yang tidak tepat waktu jujur saja di rumah,angry,0.69
rasanya kosong saja hari ini lucu di kampus sendiri,sad,0.7
habis dengarkan ternyata enak banget,happy,0.12
dengar suara orang yang makannya mengecap asli emosi aink,angry,0.97
untuk perempuan yang apa apa biasa sendiri kalian luar biasa semoga diberi kesehatan jasmani dan rohani semangat,happy,0.13
and hujung sudah cakap dengan diri i i try tinder for one month je jumpa orang laki orang and another dua last choice bila i nak delete tinder sebab sudah kecewa teruk dengan dua orang itu tadi sok yang last nih i got their number at the sangat last minute sebelum i delete,sad,0.6
rasanya sedih banget akhir akhir ini banget asli di kantor sama keluarga,sad,0.66
pagi sudah juta semangat yang hari ini streaming enjoy streamingnya menikmati lagunya sambil berkegiatan ya biar tidak kerasa,happy,0.11
sederhana saja kalau sombong banyak yang tidak suka kalau rendah hati banyak yang senang nyaman denganmu,neutral,0.26
dunia sudah hampir perang dunia hidup kok masih halu parah mbak mbak mending uruskan keluarga harta yang paling berharga adalah keluarga mbok sudah biarkan saja orang mau cari bahagianya sendiri enggak usah diganggu,neutral,0.28
semangat mar,happy,0.09
bukan uang banyak yang perlu kita punya tapi membicarakan rencana indah saja sudah bisa bikin kita bahagia mama,neutral,0.25
senyum sendiri pas ingat kejadian tadi pas perjalanan sendiri,happy,0.14
full sedih mazzehh,sad,0.68
sudah sabar tapi masih dibohongi banget di kantor sama keluarga,angry,0.91
oh tentu saja,neutral,0.31
kepikiran banyak hal sampai susah tidur agak random sih tadi pagi,anxious,0.82
tenaga kerja asing tidak usah asal jiplak kalau tidak tahu budaya orang indonesia bodoh jangan di pertontonkan tenaga kerja asing buzzerrp dapat berapa receh dasar lambe arus,angry,0.86
pagi pagi dapat kabar baik huhu menangis banget terima kasih ya allah,happy,0.09
pagi pasti emosi,angry,0.92
masih susah pindah on dari kejadian itu banget sama dia,sad,0.59
tapi coy saya malah ke trigger lagi pikiran yang bikin kesal sama diri sendiri lucu ya memang sih belum waktunya cuma sebenarnya saya tau saya bisa banget kayak begitu cuma tiap mau melangkah ada saja hambatannya gemas saja begitu kayak manusia bodoh banget saya hapus instagram dulu fix,sad,0.8
episode saya kesal dengan gwinam nih kenapa tidak dia sih memang zombie immortal ya sudah jatuh dari lantai bos apa harus di shot gun baru dia nih orang terus namra bisa feel gwinam tapi gwinam tidak bisa atau tidak mengerti,angry,0.89
foto outfit of the day yang aesthetic bisa dimana saja tantri namirah tampil kece di depan warung dan bengkel,neutral,0.37
cara terbaik untuk membalas dendam terhadap orang yang menghina anda adalah menjadi lebih berhasil daripadanya,neutral,0.35
takut gagal di presentasi besok agak random sih di kantor sendiri,anxious,0.71
alah hidup kok cuma modal kontol tapi ingin cewek banyak berlindung di bawah sunah rosul nih nabi yang dengar pernyataan kamu kayak begini menangis anjir sesat bangsat belajar agama boleh tapi jangan sampai mabuk kayak orang ini ya teman,angry,0.91
terima kasih ya sudah bikin hariku lebih baik hari ini di rumah,happy,0.18
semangat kerkomnya ayra,happy,0.09
kesal banget sama orang yang tidak tepat waktu agak random sih bareng teman sama dia,angry,0.72
kesal banget hari ini dan kepikiran terus tadi pagi sama keluarga,angry,0.84
kecewa banget sama hasilnya serius sama keluarga,sad,0.56
kecewa i guess,sad,0.71
dapat kabar baik dari keluarga tadi pagi tapi ya sudahlah di kantor,happy,0.09
tegang banget kak santuy saja santuy,anxious,0.89
malam ini kepikiran terus jadi sedih sih pas perjalanan,sad,0.71
rasanya gugup terus hari ini hari ini waktu malam,anxious,0.96
senang banget hari ini ketemu teman lama sumpah sama teman kantor,happy,0.19
meng sedih lucu,sad,0.68
khawatir sama kondisi sekarang dan kepikiran terus di kantor,anxious,0.79
lucu wkwk kamu sih tolol,happy,0.01
kenapa sih harus bikin masalah terus dari tadi kepikiran sama keluarga,angry,0.8
selamaat terus semangat ya sender,happy,0.2
alah tolol ngang ngeng ngong menghilang juga kamu,angry,0.91
hukum penguasa beraninya ke rakyat kecil bangsat plus bajingan,angry,0.9
belajar islam yang utuhlah jangan hanya hukumnya islam saja biar jadi orang itu bijaksana dan beradab,neutral,0.25
terima kasih ya sudah bikin hariku lebih baik banget asli di kantor sama dia,happy,0.12
jadi rayyan positif guys sebagai tante yang lemah ini enggak bisa banget dengar berita keponakannya sakit hem sedih banget enggak bisa bantu menemani anaknya belum bangun jadi belum dikasih tau kakak gatega,sad,0.68
namnjim lag like like nya takut banget anak buah imam jumbo memang sama saja semuanya,anxious,0.71
orang itu bikin emosi banget sih di kantor sama dia,angry,0.84
alhamdulillah kabar baik di pagi hari semoga seterusnya halo this is bighit musik bawa kabar baik ya,happy,0.13
saling menyayangi saling memiliki saling membutuhkan saling takut kehilangan itu yang terpenting,neutral,0.31
mungkin salahku bang terlalu memanjakannya kan tidak salah iya sih tapi kelamaan kok cam manfaatkan lah kok diam namanya sayang kok mengeluh sikap berpura suka bersumpah untuk membela dirinya awak tak suka takut karma apa dia sadar ya bang ntahla cuma dia yang tau,sad,0.59
gerombolan ngawur bin tolol,angry,0.86
kecewa banget sama hasilnya serius bareng teman sama teman kantor,sad,0.59
membenci hanya merugikan dirimu sendiri karena sebagian besar orang yang kamu benci tak akan peduli dengan kebencianmu,neutral,0.3
tolong buat siapapun yang memang sudah tidak bisa lagi jadi lockey karena masalah denis tidak apa apa saya mengerti tapi tolong banget jangan mengajak atau bikin kompor kayak orang goblok bikin twit dengan mengajak yang lain buat ikutan sebab yang sedih bukan hanya kamu tapi semua lockey bikin kesal saja kayak ampas terima kasih buat lockey yang masih bertahan,angry,0.89
kesal banget sama orang yang tidak tepat waktu padahal sudah coba santai tadi pagi,angry,0.93
happy birthday valee bahagia terus kamu,happy,0.0
sudah biasa,neutral,0.23
setahu saya founder partai umat amien rais dulunya juga lulusan chicago universitas dan dia sih sah saja mengutip dari manapun,neutral,0.3
kaget banget lagi mam mie terus menonton all of us are dead ada scene zombie yang lagi acak acak usus dari perutbodohnya gue tetap lanjut makan sama menonton,anxious,0.86
saya lagi sedih banget loch gas,sad,0.51
malam ini kepikiran terus jadi sedih padahal sudah coba santai pas perjalanan sama keluarga,sad,0.75
takut gagal di presentasi besok dari tadi kepikiran bareng teman sama dia,anxious,0.83
minggumu terasa sepi tanpa musik ini,sad,0.58
mjb tapi baca ini tertawa banget pura pura kaget di,happy,0.04
selamat pagii princess semangat berkegiatan tetap jaga kesehatan ya,happy,0.06
o tidak jadi deng sepertinya itu pas kota sudah berteman sama orang dapat tiket iya tidak sih,neutral,0.22
takdir bagi mereka yang ikhlas takder bagi mereka yang kecewa,neutral,0.3
ayo angkasa akunya ada rasa kamunya biasa saja,neutral,0.39
deg degan menunggu hasil pengumuman dan kepikiran terus pas perjalanan,anxious,0.94
deg degan menunggu hasil pengumuman padahal sudah coba santai bareng teman sama dia,anxious,0.71
siapa tau lewat lini masa twitter anaknya biar malu itu orang makhlk tidak tau diri begitu,angry,0.97
cemas memikirkan masa depan serius pas perjalanan sama keluarga,anxious,0.74
maksutt bukannya malah enak kalau ada pc ya bisa ku kolek kalau station berarti tidak ada album dan pc nya,neutral,0.2
kamu minum kopi gelas itu tidak sehat tau kasihan perut kamu mata saya mlotot kaget dong apaan sudah nih sksd pas saya noleh anjir cakap banget heran,anxious,0.88
makan favorit hari ini bikin bahagia tapi ya sudahlah di kantor sendiri,happy,0.23
selamat hari lahir semoga bahagia hingga ke anak cucu,happy,0.08
sedih banget kalau support sistem saya adalah seorang nicholas kalau saya sedih atau lagi sakit begitu masa mau menangis meraung raung sambil memanggil nichol kan tidak mungkin mau ke jepang gara gara ingin ditenangin nichol,sad,0.67
tentu muhaimin iskandar senyum senyum dikulum ia baru saja mendapat peringatan dari pengurus besar nahdlatul ulama gara gara,neutral,0.38
hwaah jadi malu dibilang wendy og tetap bersyukur di terima kasih banyak kiel,happy,0.11
mturnuwun,neutral,0.24
enak banget ngudud pagi pagi,happy,0.14
